col,dep,job_type,job_salary
理學院,應用化學系,科學、技術、工程、數學類,110000
理學院,應用化學系,科學、技術、工程、數學類,43000
理學院,應用化學系,製造類,46000
理學院,應用化學系,科學、技術、工程、數學類,49000
理學院,應用化學系,資訊科技類,46000
理學院,應用化學系,製造類,46000
理學院,應用化學系,科學、技術、工程、數學類,40000
理學院,應用化學系,科學、技術、工程、數學類,70000
理學院,應用數學系,科學、技術、工程、數學類,60000
理學院,應用數學系,資訊科技類,52000
理學院,應用數學系,科學、技術、工程、數學類,70000
理學院,應用數學系,資訊科技類,60000
理學院,應用數學系,資訊科技類,80000
理學院,應用數學系,科學、技術、工程、數學類,52000
理學院,應用數學系,資訊科技類,52000
理學院,應用數學系,科學、技術、工程、數學類,130000
理學院,應用數學系,科學、技術、工程、數學類,43000
理學院,應用數學系,資訊科技類,37000
理學院,應用數學系,科學、技術、工程、數學類,37000
理學院,應用數學系,藝文與影音傳播類,22000
理學院,應用數學系,金融財務類,80000
人文社會學院,外國語文學系,教育與訓練類,43000
生物科技學院,生物科技學系,科學、技術、工程、數學類,49000
電機學院,電機工程學系,藝文與影音傳播類,65000
理學院,應用數學系,科學、技術、工程、數學類,43000
客家文化學院,人文社會學系,製造類,34000
客家文化學院,人文社會學系,金融財務類,46000
客家文化學院,人文社會學系,政府公共事務類,22000
客家文化學院,人文社會學系,企業經營管理類,70000
客家文化學院,人文社會學系,製造類,43000
客家文化學院,人文社會學系,個人及社會服務類,43000
客家文化學院,人文社會學系,教育與訓練類,22000
客家文化學院,人文社會學系,物流運輸類,43000
工學院,土木工程學系,科學、技術、工程、數學類,34000
管理學院,工業工程與管理學系,科學、技術、工程、數學類,49000
人文社會學院,外國語文學系,物流運輸類,43000
電機學院,光電工程學系,科學、技術、工程、數學類,52000
電機學院,光電工程學系,科學、技術、工程、數學類,60000
電機學院,光電工程學系,科學、技術、工程、數學類,60000
工學院,材料科學與工程學系,行銷與銷售類,22000
客家文化學院,傳播與科技學系,行銷與銷售類,37000
客家文化學院,傳播與科技學系,藝文與影音傳播類,37000
工學院,土木工程學系,建築營造類,40000
工學院,土木工程學系,教育與訓練類,60000
工學院,土木工程學系,科學、技術、工程、數學類,46000
管理學院,工業工程與管理學系,製造類,60000
管理學院,工業工程與管理學系,製造類,55000
管理學院,工業工程與管理學系,行銷與銷售類,22000
管理學院,工業工程與管理學系,製造類,40000
管理學院,工業工程與管理學系,資訊科技類,85000
管理學院,工業工程與管理學系,科學、技術、工程、數學類,95000
管理學院,工業工程與管理學系,企業經營管理類,46000
管理學院,工業工程與管理學系,科學、技術、工程、數學類,52000
管理學院,工業工程與管理學系,製造類,34000
管理學院,工業工程與管理學系,科學、技術、工程、數學類,60000
管理學院,工業工程與管理學系,政府公共事務類,70000
管理學院,工業工程與管理學系,資訊科技類,130000
人文社會學院,外國語文學系,行銷與銷售類,150000
人文社會學院,外國語文學系,製造類,40000
人文社會學院,外國語文學系,行銷與銷售類,34000
人文社會學院,外國語文學系,行銷與銷售類,34000
人文社會學院,外國語文學系,物流運輸類,43000
人文社會學院,外國語文學系,行銷與銷售類,40000
人文社會學院,外國語文學系,藝文與影音傳播類,37000
人文社會學院,外國語文學系,物流運輸類,40000
人文社會學院,外國語文學系,司法、法律與公共安全類,31000
人文社會學院,外國語文學系,行銷與銷售類,40000
人文社會學院,外國語文學系,資訊科技類,80000
人文社會學院,外國語文學系,製造類,37000
人文社會學院,外國語文學系,行銷與銷售類,31000
生物科技學院,生物科技學系,醫療保健類,40000
生物科技學院,生物科技學系,教育與訓練類,46000
生物科技學院,生物科技學系,醫療保健類,37000
生物科技學院,生物科技學系,行銷與銷售類,80000
電機學院,光電工程學系,科學、技術、工程、數學類,49000
電機學院,光電工程學系,製造類,60000
工學院,材料科學與工程學系,科學、技術、工程、數學類,46000
工學院,材料科學與工程學系,科學、技術、工程、數學類,46000
工學院,材料科學與工程學系,科學、技術、工程、數學類,150000
工學院,材料科學與工程學系,製造類,75000
工學院,奈米科學及工程學士學位學程,醫療保健類,52000
工學院,奈米科學及工程學士學位學程,科學、技術、工程、數學類,49000
客家文化學院,傳播與科技學系,製造類,37000
客家文化學院,傳播與科技學系,資訊科技類,31000
客家文化學院,傳播與科技學系,政府公共事務類,34000
客家文化學院,傳播與科技學系,行銷與銷售類,34000
客家文化學院,傳播與科技學系,行銷與銷售類,31000
客家文化學院,傳播與科技學系,藝文與影音傳播類,31000
客家文化學院,傳播與科技學系,行銷與銷售類,49000
資訊學院,資訊工程學系,科學、技術、工程、數學類,52000
資訊學院,資訊工程學系,資訊科技類,75000
資訊學院,資訊工程學系,資訊科技類,80000
資訊學院,資訊工程學系,資訊科技類,85000
資訊學院,資訊工程學系,資訊科技類,80000
資訊學院,資訊工程學系,資訊科技類,75000
資訊學院,資訊工程學系,資訊科技類,60000
資訊學院,資訊工程學系,資訊科技類,80000
資訊學院,資訊工程學系,資訊科技類,49000
資訊學院,資訊工程學系,資訊科技類,60000
資訊學院,資訊工程學系,資訊科技類,52000
資訊學院,資訊工程學系,科學、技術、工程、數學類,65000
資訊學院,資訊工程學系,資訊科技類,60000
資訊學院,資訊工程學系,資訊科技類,46000
資訊學院,資訊工程學系,資訊科技類,52000
資訊學院,資訊工程學系,科學、技術、工程、數學類,75000
資訊學院,資訊工程學系,製造類,46000
資訊學院,資訊工程學系,資訊科技類,140000
資訊學院,資訊工程學系,資訊科技類,40000
資訊學院,資訊工程學系,資訊科技類,80000
資訊學院,資訊工程學系,資訊科技類,55000
資訊學院,資訊工程學系,資訊科技類,52000
資訊學院,資訊工程學系,企業經營管理類,52000
資訊學院,資訊工程學系,資訊科技類,60000
資訊學院,資訊工程學系,資訊科技類,43000
資訊學院,資訊工程學系,資訊科技類,80000
資訊學院,資訊工程學系,資訊科技類,210000
資訊學院,資訊工程學系,資訊科技類,43000
資訊學院,資訊工程學系,資訊科技類,46000
資訊學院,資訊工程學系,資訊科技類,65000
資訊學院,資訊工程學系,資訊科技類,49000
資訊學院,資訊工程學系,科學、技術、工程、數學類,49000
資訊學院,資訊工程學系,資訊科技類,75000
資訊學院,資訊工程學系,資訊科技類,60000
資訊學院,資訊工程學系,資訊科技類,55000
管理學院,資訊與財金管理學系,資訊科技類,49000
管理學院,資訊與財金管理學系,資訊科技類,75000
管理學院,資訊與財金管理學系,資訊科技類,65000
管理學院,資訊與財金管理學系,資訊科技類,52000
管理學院,資訊與財金管理學系,物流運輸類,52000
管理學院,資訊與財金管理學系,金融財務類,65000
管理學院,資訊與財金管理學系,資訊科技類,46000
管理學院,運輸科技與管理學系,政府公共事務類,40000
管理學院,運輸科技與管理學系,製造類,43000
管理學院,運輸科技與管理學系,科學、技術、工程、數學類,46000
管理學院,運輸科技與管理學系,政府公共事務類,46000
管理學院,運輸科技與管理學系,科學、技術、工程、數學類,40000
電機學院,電子工程學系,製造類,55000
電機學院,電子工程學系,科學、技術、工程、數學類,80000
電機學院,電子工程學系,科學、技術、工程、數學類,46000
電機學院,電子工程學系,資訊科技類,60000
電機學院,電子工程學系,科學、技術、工程、數學類,60000
電機學院,電子工程學系,科學、技術、工程、數學類,80000
電機學院,電子工程學系,科學、技術、工程、數學類,46000
電機學院,電子工程學系,資訊科技類,95000
電機學院,電子工程學系,科學、技術、工程、數學類,49000
電機學院,電子工程學系,司法、法律與公共安全類,40000
電機學院,電子工程學系,科學、技術、工程、數學類,75000
電機學院,電子工程學系,科學、技術、工程、數學類,80000
電機學院,電子工程學系,天然資源、食品與農業類,34000
電機學院,電子工程學系,科學、技術、工程、數學類,80000
電機學院,電子工程學系,資訊科技類,28000
電機學院,電子工程學系,科學、技術、工程、數學類,95000
電機學院,電子工程學系,科學、技術、工程、數學類,80000
電機學院,電子工程學系,製造類,65000
電機學院,電子工程學系,資訊科技類,28000
理學院,電子物理學系,科學、技術、工程、數學類,55000
理學院,電子物理學系,科學、技術、工程、數學類,52000
理學院,電子物理學系,製造類,46000
理學院,電子物理學系,科學、技術、工程、數學類,52000
理學院,電子物理學系,製造類,31000
電機學院,電機工程學系,科學、技術、工程、數學類,75000
電機學院,電機工程學系,科學、技術、工程、數學類,75000
電機學院,電機工程學系,科學、技術、工程、數學類,100000
電機學院,電機工程學系,科學、技術、工程、數學類,75000
電機學院,電機工程學系,科學、技術、工程、數學類,75000
電機學院,電機工程學系,科學、技術、工程、數學類,75000
電機學院,電機工程學系,資訊科技類,80000
電機學院,電機工程學系,科學、技術、工程、數學類,70000
電機學院,電機工程學系,資訊科技類,52000
電機學院,電機工程學系,科學、技術、工程、數學類,85000
電機學院,電機工程學系,科學、技術、工程、數學類,80000
電機學院,電機工程學系,資訊科技類,75000
電機學院,電機工程學系,資訊科技類,90000
電機學院,電機工程學系,科學、技術、工程、數學類,80000
電機學院,電機工程學系,科學、技術、工程、數學類,80000
電機學院,電機工程學系,科學、技術、工程、數學類,65000
電機學院,電機工程學系,行銷與銷售類,49000
電機學院,電機工程學系,科學、技術、工程、數學類,75000
電機學院,電機工程學系,資訊科技類,75000
電機學院,電機工程學系,物流運輸類,28000
電機學院,電機工程學系,科學、技術、工程、數學類,52000
電機學院,電機工程學系,科學、技術、工程、數學類,100000
電機學院,電機工程學系,資訊科技類,70000
電機學院,電機工程學系,資訊科技類,52000
電機學院,電機工程學系,科學、技術、工程、數學類,65000
電機學院,電機工程學系,教育與訓練類,22000
電機學院與資訊學院,電機資訊學士班,科學、技術、工程、數學類,80000
電機學院與資訊學院,電機資訊學士班,科學、技術、工程、數學類,70000
電機學院與資訊學院,電機資訊學士班,資訊科技類,37000
管理學院,管理科學系,金融財務類,46000
電機學院與資訊學院,電機資訊學士班,資訊科技類,80000
電機學院與資訊學院,電機資訊學士班,資訊科技類,80000
電機學院與資訊學院,電機資訊學士班,科學、技術、工程、數學類,25000
管理學院,管理科學系,企業經營管理類,49000
管理學院,管理科學系,藝文與影音傳播類,34000
管理學院,管理科學系,行銷與銷售類,60000
管理學院,管理科學系,製造類,150000
管理學院,管理科學系,資訊科技類,210000
管理學院,管理科學系,行銷與銷售類,40000
管理學院,管理科學系,資訊科技類,43000
管理學院,管理科學系,科學、技術、工程、數學類,55000
管理學院,管理科學系,金融財務類,43000
工學院,機械工程學系,科學、技術、工程、數學類,46000
工學院,機械工程學系,科學、技術、工程、數學類,52000
工學院,機械工程學系,科學、技術、工程、數學類,46000
工學院,機械工程學系,科學、技術、工程、數學類,43000
工學院,機械工程學系,製造類,85000
工學院,機械工程學系,製造類,49000
工學院,機械工程學系,科學、技術、工程、數學類,43000
工學院,機械工程學系,科學、技術、工程、數學類,55000
工學院,機械工程學系,資訊科技類,55000
工學院,機械工程學系,製造類,37000
工學院,機械工程學系,科學、技術、工程、數學類,55000
工學院,機械工程學系,科學、技術、工程、數學類,40000
理學院,應用化學系,科學、技術、工程、數學類,46000
理學院,應用化學系,教育與訓練類,25000
理學院,應用化學系,科學、技術、工程、數學類,49000
理學院,應用化學系,科學、技術、工程、數學類,80000
理學院,應用化學系,科學、技術、工程、數學類,60000
理學院,應用數學系,資訊科技類,65000
理學院,應用數學系,製造類,40000
理學院,應用數學系,資訊科技類,65000
理學院,應用數學系,行銷與銷售類,46000
理學院,應用數學系,資訊科技類,40000
理學院,應用數學系,資訊科技類,49000
理學院,應用數學系,資訊科技類,49000
理學院,應用數學系,教育與訓練類,22000
客家文化學院,人文社會學系,個人及社會服務類,25000
客家文化學院,人文社會學系,政府公共事務類,40000
客家文化學院,人文社會學系,行銷與銷售類,55000
客家文化學院,人文社會學系,資訊科技類,52000
客家文化學院,人文社會學系,政府公共事務類,37000
客家文化學院,人文社會學系,休閒與觀光旅遊類,31000
客家文化學院,人文社會學系,資訊科技類,34000
客家文化學院,人文社會學系,金融財務類,43000
客家文化學院,人文社會學系,企業經營管理類,31000
客家文化學院,人文社會學系,資訊科技類,46000
客家文化學院,人文社會學系,政府公共事務類,37000
客家文化學院,人文社會學系,政府公共事務類,37000
客家文化學院,人文社會學系,藝文與影音傳播類,28000
客家文化學院,人文社會學系,藝文與影音傳播類,46000
客家文化學院,人文社會學系,政府公共事務類,37000
客家文化學院,人文社會學系,休閒與觀光旅遊類,31000
客家文化學院,人文社會學系,金融財務類,28000
客家文化學院,人文社會學系,個人及社會服務類,31000
客家文化學院,人文社會學系,政府公共事務類,46000
客家文化學院,人文社會學系,物流運輸類,55000
客家文化學院,人文社會學系,金融財務類,22000
客家文化學院,人文社會學系,物流運輸類,85000
客家文化學院,人文社會學系,資訊科技類,70000
客家文化學院,人文社會學系,教育與訓練類,46000
客家文化學院,人文社會學系,資訊科技類,52000
工學院,土木工程學系,資訊科技類,43000
工學院,土木工程學系,建築營造類,43000
工學院,土木工程學系,建築營造類,46000
工學院,土木工程學系,建築營造類,46000
工學院,土木工程學系,科學、技術、工程、數學類,70000
工學院,土木工程學系,科學、技術、工程、數學類,46000
工學院,土木工程學系,物流運輸類,28000
工學院,土木工程學系,科學、技術、工程、數學類,46000
工學院,土木工程學系,教育與訓練類,40000
工學院,土木工程學系,資訊科技類,31000
工學院,土木工程學系,政府公共事務類,46000
管理學院,工業工程與管理學系,製造類,49000
管理學院,工業工程與管理學系,科學、技術、工程、數學類,95000
管理學院,工業工程與管理學系,物流運輸類,49000
管理學院,工業工程與管理學系,製造類,55000
管理學院,工業工程與管理學系,製造類,46000
管理學院,工業工程與管理學系,物流運輸類,110000
管理學院,工業工程與管理學系,資訊科技類,70000
管理學院,工業工程與管理學系,個人及社會服務類,43000
管理學院,工業工程與管理學系,製造類,80000
管理學院,工業工程與管理學系,製造類,43000
管理學院,工業工程與管理學系,物流運輸類,40000
管理學院,工業工程與管理學系,製造類,80000
管理學院,工業工程與管理學系,行銷與銷售類,49000
管理學院,工業工程與管理學系,資訊科技類,100000
人文社會學院,外國語文學系,司法、法律與公共安全類,85000
人文社會學院,外國語文學系,教育與訓練類,70000
人文社會學院,外國語文學系,行銷與銷售類,31000
人文社會學院,外國語文學系,教育與訓練類,34000
人文社會學院,外國語文學系,政府公共事務類,49000
人文社會學院,外國語文學系,行銷與銷售類,37000
人文社會學院,外國語文學系,資訊科技類,85000
人文社會學院,外國語文學系,政府公共事務類,46000
人文社會學院,外國語文學系,政府公共事務類,49000
人文社會學院,外國語文學系,製造類,55000
人文社會學院,外國語文學系,行銷與銷售類,46000
人文社會學院,外國語文學系,企業經營管理類,40000
人文社會學院,外國語文學系,製造類,75000
人文社會學院,外國語文學系,行銷與銷售類,43000
生物科技學院,生物科技學系,科學、技術、工程、數學類,70000
生物科技學院,生物科技學系,醫療保健類,46000
生物科技學院,生物科技學系,教育與訓練類,43000
生物科技學院,生物科技學系,科學、技術、工程、數學類,37000
生物科技學院,生物科技學系,醫療保健類,43000
生物科技學院,生物科技學系,醫療保健類,40000
生物科技學院,生物科技學系,行銷與銷售類,28000
生物科技學院,生物科技學系,科學、技術、工程、數學類,55000
生物科技學院,生物科技學系,醫療保健類,60000
生物科技學院,生物科技學系,科學、技術、工程、數學類,46000
生物科技學院,生物科技學系,科學、技術、工程、數學類,34000
電機學院,光電工程學系,科學、技術、工程、數學類,55000
電機學院,光電工程學系,科學、技術、工程、數學類,60000
電機學院,光電工程學系,科學、技術、工程、數學類,80000
電機學院,光電工程學系,製造類,49000
電機學院,光電工程學系,科學、技術、工程、數學類,75000
電機學院,光電工程學系,資訊科技類,80000
電機學院,光電工程學系,科學、技術、工程、數學類,65000
電機學院,光電工程學系,科學、技術、工程、數學類,110000
電機學院,光電工程學系,製造類,95000
電機學院,光電工程學系,製造類,52000
電機學院,光電工程學系,科學、技術、工程、數學類,49000
電機學院,光電工程學系,資訊科技類,210000
工學院,材料科學與工程學系,製造類,49000
工學院,材料科學與工程學系,科學、技術、工程、數學類,85000
工學院,材料科學與工程學系,科學、技術、工程、數學類,22000
工學院,材料科學與工程學系,科學、技術、工程、數學類,52000
工學院,材料科學與工程學系,政府公共事務類,22000
工學院,材料科學與工程學系,科學、技術、工程、數學類,95000
工學院,材料科學與工程學系,科學、技術、工程、數學類,49000
工學院,奈米科學及工程學士學位學程,製造類,60000
工學院,奈米科學及工程學士學位學程,科學、技術、工程、數學類,46000
工學院,奈米科學及工程學士學位學程,科學、技術、工程、數學類,65000
工學院,奈米科學及工程學士學位學程,醫療保健類,40000
客家文化學院,傳播與科技學系,藝文與影音傳播類,34000
客家文化學院,傳播與科技學系,個人及社會服務類,34000
客家文化學院,傳播與科技學系,政府公共事務類,34000
客家文化學院,傳播與科技學系,個人及社會服務類,31000
客家文化學院,傳播與科技學系,藝文與影音傳播類,40000
客家文化學院,傳播與科技學系,政府公共事務類,40000
客家文化學院,傳播與科技學系,藝文與影音傳播類,37000
客家文化學院,傳播與科技學系,藝文與影音傳播類,34000
客家文化學院,傳播與科技學系,藝文與影音傳播類,34000
客家文化學院,傳播與科技學系,藝文與影音傳播類,37000
客家文化學院,傳播與科技學系,個人及社會服務類,40000
客家文化學院,傳播與科技學系,行銷與銷售類,37000
客家文化學院,傳播與科技學系,行銷與銷售類,46000
客家文化學院,傳播與科技學系,行銷與銷售類,40000
客家文化學院,傳播與科技學系,藝文與影音傳播類,34000
客家文化學院,傳播與科技學系,藝文與影音傳播類,43000
客家文化學院,傳播與科技學系,資訊科技類,40000
客家文化學院,傳播與科技學系,教育與訓練類,46000
客家文化學院,傳播與科技學系,教育與訓練類,31000
客家文化學院,傳播與科技學系,藝文與影音傳播類,34000
客家文化學院,傳播與科技學系,藝文與影音傳播類,31000
客家文化學院,傳播與科技學系,企業經營管理類,40000
客家文化學院,傳播與科技學系,金融財務類,140000
資訊學院,資訊工程學系,資訊科技類,60000
資訊學院,資訊工程學系,資訊科技類,110000
資訊學院,資訊工程學系,資訊科技類,90000
資訊學院,資訊工程學系,資訊科技類,75000
資訊學院,資訊工程學系,科學、技術、工程、數學類,60000
資訊學院,資訊工程學系,資訊科技類,75000
資訊學院,資訊工程學系,科學、技術、工程、數學類,43000
資訊學院,資訊工程學系,資訊科技類,90000
資訊學院,資訊工程學系,資訊科技類,75000
資訊學院,資訊工程學系,資訊科技類,75000
資訊學院,資訊工程學系,資訊科技類,75000
資訊學院,資訊工程學系,資訊科技類,60000
資訊學院,資訊工程學系,資訊科技類,37000
資訊學院,資訊工程學系,資訊科技類,150000
資訊學院,資訊工程學系,司法、法律與公共安全類,80000
資訊學院,資訊工程學系,資訊科技類,40000
資訊學院,資訊工程學系,資訊科技類,70000
資訊學院,資訊工程學系,資訊科技類,75000
資訊學院,資訊工程學系,科學、技術、工程、數學類,75000
資訊學院,資訊工程學系,資訊科技類,75000
資訊學院,資訊工程學系,資訊科技類,52000
資訊學院,資訊工程學系,資訊科技類,75000
資訊學院,資訊工程學系,科學、技術、工程、數學類,100000
資訊學院,資訊工程學系,資訊科技類,70000
資訊學院,資訊工程學系,資訊科技類,210000
資訊學院,資訊工程學系,資訊科技類,55000
資訊學院,資訊工程學系,教育與訓練類,55000
資訊學院,資訊工程學系,資訊科技類,65000
資訊學院,資訊工程學系,資訊科技類,95000
資訊學院,資訊工程學系,資訊科技類,52000
資訊學院,資訊工程學系,物流運輸類,170000
資訊學院,資訊工程學系,藝文與影音傳播類,31000
資訊學院,資訊工程學系,資訊科技類,37000
資訊學院,資訊工程學系,資訊科技類,37000
資訊學院,資訊工程學系,資訊科技類,43000
資訊學院,資訊工程學系,金融財務類,43000
資訊學院,資訊工程學系,資訊科技類,60000
資訊學院,資訊工程學系,資訊科技類,60000
工學院,奈米科學及工程學士學位學程,科學、技術、工程、數學類,75000
工學院,奈米科學及工程學士學位學程,科學、技術、工程、數學類,70000
工學院,奈米科學及工程學士學位學程,科學、技術、工程、數學類,46000
工學院,奈米科學及工程學士學位學程,製造類,65000
工學院,奈米科學及工程學士學位學程,資訊科技類,60000
工學院,奈米科學及工程學士學位學程,個人及社會服務類,34000
工學院,奈米科學及工程學士學位學程,科學、技術、工程、數學類,52000
工學院,奈米科學及工程學士學位學程,政府公共事務類,49000
工學院,奈米科學及工程學士學位學程,科學、技術、工程、數學類,65000
工學院,奈米科學及工程學士學位學程,科學、技術、工程、數學類,46000
工學院,奈米科學及工程學士學位學程,科學、技術、工程、數學類,65000
工學院,奈米科學及工程學士學位學程,醫療保健類,52000
工學院,奈米科學及工程學士學位學程,科學、技術、工程、數學類,49000
工學院,奈米科學及工程學士學位學程,製造類,60000
工學院,奈米科學及工程學士學位學程,科學、技術、工程、數學類,46000
工學院,奈米科學及工程學士學位學程,科學、技術、工程、數學類,65000
工學院,奈米科學及工程學士學位學程,醫療保健類,40000
